Фирма,Область,Код области,Товар,Код товара,ЕИ,Производитель,Количество,Поставщик
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",66,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",18,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",166,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",351,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",20,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",РОВЕНСКАЯ,209,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",375,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",63,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",33,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",8,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер Спец1,5371013.0,УП,"Астра Зенека  АБ, Швеція",115,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",79,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",14,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",19,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",64,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",27,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",34,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",67,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",21,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",93,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,173.0053,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,173.005,УП,"Астра Зенека ЮК Лімітед, Великобританія",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",173,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",13,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",68,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",СУМСКАЯ,210,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",111,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",13,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",222,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",91,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",120,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",37,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",7,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",25,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",39,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",59,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",120,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",20,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",82,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",14,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",177,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",253,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",38,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ТЕРНОПОЛЬСКАЯ,211,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",216,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,173.0011,УП,"Астра Зенека Фармасьютикалс ЛП,США/Астра Зенека ЮК Лiмiтед, Великобританiя",7,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",14,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",108,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",53,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",5,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",315,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",95,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Калквенс капс.тв.100мг №60(6х10) бліс карт кор,6503003.0,УП,"АстраЗенека АБ, Швеція",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",7,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Касодекс® табл. в / пл.об.150мг N28 *,173.0028,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),5543005.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",52,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",55,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",189,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",154,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",209,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",64,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",15,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",20,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",140,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",13,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",191,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,173.0053,УП,"Астра Зенека ЮК Лімітед, Великобританія",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,173.005,УП,"Астра Зенека ЮК Лімітед, Великобританія",14,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",738,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",22,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",95,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХАРЬКОВСКАЯ,212,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",286,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),5543005.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",13,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХЕРСОНСКАЯ,213,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",29,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ХМЕЛЬНИЦКАЯ,214,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",3,АСТРАЗЕНЕКА АБ (632)
